product_id,product (brand),category,sub_category
P0628,3 Layer Gum - Sugarfreee Peppermint Flavour (Center Fresh),Snacks & Branded Foods,Chocolates & Candies
P0629,Methi/Menthya Dana - Whole (Catch),Snacks & Branded Foods,Chocolates & Candies
P0630,Rai - Whole (Catch),"Foodgrains, Oil & Masala",Masalas & Spices
P0631,Purepet Wet Cat Food - Real Tuna and Chicken Liver in Gravy (Purepet),"Foodgrains, Oil & Masala",Masalas & Spices
P0632,Wet Dog Food - Chicken & Vegetable Chunks In Gravy (Purepet),"Kitchen, Garden & Pets",Pet Food & Accessories
P0633,Haldi Doodh Shot (Amul),"Kitchen, Garden & Pets",Pet Food & Accessories
P0634,Star Anise Doodh Shot (Amul),"Bakery, Cakes & Dairy",Dairy
P0635,Honey Doodh Shot (Amul),"Bakery, Cakes & Dairy",Dairy
P0636,"Namkeen - Chow Chow, Special (Sln  )","Bakery, Cakes & Dairy",Dairy
P0637,7 O Click - Permasharp Stainless Blade (Gillette),Snacks & Branded Foods,Snacks & Namkeen
P0638,Powder - Sambar (Sakthi),Beauty & Hygiene,Men's Grooming
P0639,Drumstick/Moringa (Fresho),"Foodgrains, Oil & Masala",Masalas & Spices
P0640,Fruity Soap Enriched with Narural Lemon Extract (Harmony),Fruits & Vegetables,Fresh Vegetables
P0641,Fruity Soap Enriched with Narural Lime Extract (Harmony),Beauty & Hygiene,Bath & Hand Wash
P0642,Bath Soap - Fruity Orange Flavour (Harmony),Beauty & Hygiene,Bath & Hand Wash
P0643,Honey Oats Cookies (Tasties),Beauty & Hygiene,Bath & Hand Wash
P0644,"Banana - Raw, Organically Grown (Fresho)",Snacks & Branded Foods,Biscuits & Cookies
P0645,Bottle Gourd - Organically Grown (Fresho),Fruits & Vegetables,Fresh Vegetables
P0646,Radish - Organically Grown (Fresho),Fruits & Vegetables,Fresh Vegetables
P0647,"Brinjal - Green, Round (Fresho)",Fruits & Vegetables,Fresh Vegetables
P0649,Ready to Cook - Potato French Fries (Fresho),Fruits & Vegetables,Fresh Vegetables
P0651,Onion - Thin Sliced (Fresho),Fruits & Vegetables,Fresh Vegetables
P0652,Tomato - Diced (Fresho),Fruits & Vegetables,Fresh Vegetables
P0654,Masala - Fish Curry (Annapoorna),Fruits & Vegetables,Fresh Vegetables
P0655,Instant Pasta - Tomato Salsa (Weikfield),"Foodgrains, Oil & Masala",Masalas & Spices
P0656,"Banana - Raw, Organically Grown (Fresho)",Snacks & Branded Foods,"Noodle, Pasta, Vermicelli"
P0657,Bottle Gourd - Organically Grown (Fresho),Fruits & Vegetables,Organic Fruits & Vegetables
P0658,Radish - Organically Grown (Fresho),Fruits & Vegetables,Organic Fruits & Vegetables
P0659,Baking Powder (Weikfield),Fruits & Vegetables,Organic Fruits & Vegetables
P0660,Sauce - Hot and Sweet Tomato Chilli (MAGGI ),Snacks & Branded Foods,Ready To Cook & Eat
P0661,Binder Clip - 19mm (Ravi Agencies),Snacks & Branded Foods,"Spreads, Sauces, Ketchup"
P0662,Organic Sprouts Mixed Gram (Fresho),Cleaning & Household,Stationery
P0663,Ready to Cook - Potato French Fries (Fresho),Fruits & Vegetables,Cuts & Sprouts
P0664,Organic Sprouts Channa Brown (Fresho),Fruits & Vegetables,Cuts & Sprouts
P0665,Potato - Wedges (Fresho),Fruits & Vegetables,Cuts & Sprouts
P0666,Onion - Thin Sliced (Fresho),Fruits & Vegetables,Cuts & Sprouts
P0667,Chutney Mix (Fresho),Fruits & Vegetables,Cuts & Sprouts
P0668,Tomato - Diced (Fresho),Fruits & Vegetables,Cuts & Sprouts
P0669,Butterscotch Milkshake (Amul),Fruits & Vegetables,Cuts & Sprouts
P0670,Ginger Doodh Shot (Amul),"Bakery, Cakes & Dairy",Dairy
P0671,Tulsi Doodh Shot (Amul),"Bakery, Cakes & Dairy",Dairy
P0672,Potato - Wedges (Fresho),"Bakery, Cakes & Dairy",Dairy
P0673,Sanitary Pads (Comfy Snug Fit),Fruits & Vegetables,Exotic Fruits & Veggies
P0674,Bake Rusk Toast (Britannia),Beauty & Hygiene,Feminine Hygiene
P0675,Gulabari Premium Rose Water - Paraben Free Skin Toner (Dabur),"Bakery, Cakes & Dairy","Cookies, Rusk & Khari"
P0676,Hand Sanitizer (Godrej Protekt),Beauty & Hygiene,Skin Care
P0678,Wafers - Waffy (Vanilla Flavor) (Dukes),Beauty & Hygiene,Bath & Hand Wash
P0679,Cookies - Butter (Unibic),Snacks & Branded Foods,Biscuits & Cookies
P0680,Wafers - Waffy (Strawberry Flavor) (Dukes),Snacks & Branded Foods,Biscuits & Cookies
P0681,Cookies - Choconut (Unibic),Snacks & Branded Foods,Biscuits & Cookies
P0682,Wafers - Waffy (Orange Flavor) (Dukes),Snacks & Branded Foods,Biscuits & Cookies
P0683,Wafers - Waffy (Pineapple Flavor) (Dukes),Snacks & Branded Foods,Biscuits & Cookies
P0684,Treat Wafers - Chocolate (Britannia),Snacks & Branded Foods,Biscuits & Cookies
P0685,Treat Wafers - Strawberry (Britannia),Snacks & Branded Foods,Biscuits & Cookies
P0687,Waffy Cheese Flavor Wafer (Dukes),Snacks & Branded Foods,Biscuits & Cookies
P0688,Wafers - Waffy (Chocolate Flavor) (Dukes),Snacks & Branded Foods,Biscuits & Cookies
P0689,"Wafers - Waffy, Golden Cream (Dukes)",Snacks & Branded Foods,Biscuits & Cookies
P0690,Corn Flour (Puramate),Snacks & Branded Foods,Biscuits & Cookies
P0691,Hair Gel Super Hold (Vi-john),Gourmet & World Food,Cooking & Baking Needs
P0692,Hair Gel Vertical Hold (Vi-john),Beauty & Hygiene,Men's Grooming
P0693,Hair Gel Cool Hold (Vi-john),Beauty & Hygiene,Men's Grooming
P0694,Hair Gel Regular Hold (Vi-john),Beauty & Hygiene,Men's Grooming
P0695,Subhmangal Semi Economy Box - FG00825 (Shalimar),Beauty & Hygiene,Men's Grooming
P0696,Microwave Popcorn - Butter (ACT II),Cleaning & Household,Pooja Needs
P0697,Sterilised Double Toned Flavored Milk - Strawberry (THIRUMALA),Snacks & Branded Foods,Snacks & Namkeen
P0698,Pineapple 100% Fruit Juice - No Added Sugar (Storia),"Bakery, Cakes & Dairy",Dairy
P0699,Green Mango 100% Fruit Juice - No Added Sugar (Storia),Beverages,Fruit Juices & Drinks
P0700,Banana - Robusta (Fresho),Beverages,Fruit Juices & Drinks
P0701,Masala 2 Minute Instant Noodles (MAGGI ),Fruits & Vegetables,Fresh Fruits
P0702,"Battery - Hyper, D, 1U, Hyper, Heavy Duty (Nippo)",Snacks & Branded Foods,"Noodle, Pasta, Vermicelli"
P0703,Brinjal - Bottle Shape (Fresho),"Kitchen, Garden & Pets",Appliances & Electricals
P0704,Sambhar Onion (Small Onion) (Fresho),Fruits & Vegetables,Fresh Vegetables
P0705,Cabbage - Red (Fresho),Fruits & Vegetables,Fresh Vegetables
P0706,Coriander Leaves - Chopped (Fresho),Fruits & Vegetables,Fresh Vegetables
P0707,Coccinia - Julienne (Fresho),Fruits & Vegetables,Fresh Vegetables
P0708,Coccinia - Sliced (Fresho),Fruits & Vegetables,Fresh Vegetables
P0709,Red Cabbage - Grated (Fresho),Fruits & Vegetables,Fresh Vegetables
P0710,Green Salad (Fresho),Fruits & Vegetables,Fresh Vegetables
P0711,"Organic, Fennel /Saunf/Sompu Powder (bb Royal)",Fruits & Vegetables,Fresh Vegetables
P0712,Ready Mix - Chettinad Kara Kulambu (Annapoorna),"Foodgrains, Oil & Masala",Masalas & Spices
P0713,Cheese Macaroni Pazzta (MAGGI ),"Foodgrains, Oil & Masala",Masalas & Spices
P0714,"Organic, Fennel /Saunf/Sompu Powder (bb Royal)",Snacks & Branded Foods,"Noodle, Pasta, Vermicelli"
P0715,"Hommade Tomato Puree -  Made From 100% Ripe Tomatoes, No Added Preservatives (Dabur)","Foodgrains, Oil & Masala",Organic Staples
P0716,Baby Corn - Peeled (Fresho),Snacks & Branded Foods,"Spreads, Sauces, Ketchup"
P0718,Coriander Leaves - Chopped (Fresho),Fruits & Vegetables,Cuts & Sprouts
P0719,Coccinia - Julienne (Fresho),Fruits & Vegetables,Cuts & Sprouts
P0720,Coccinia - Sliced (Fresho),Fruits & Vegetables,Cuts & Sprouts
P0721,Red Cabbage - Grated (Fresho),Fruits & Vegetables,Cuts & Sprouts
P0722,Green Salad (Fresho),Fruits & Vegetables,Cuts & Sprouts
P0724,Accel Detergent Cake (Ponvandu),Fruits & Vegetables,Cuts & Sprouts
P0725,Baby Corn - Peeled (Fresho),Cleaning & Household,Detergents & Dishwash
P0726,Cabbage - Red (Fresho),Fruits & Vegetables,Exotic Fruits & Veggies
P0727,Coriander Powder (Orika),Fruits & Vegetables,Exotic Fruits & Veggies
P0728,Toned Milk (Nandini),"Foodgrains, Oil & Masala",Masalas & Spices
P0729,Masala - Fish Curry (Aachi),"Bakery, Cakes & Dairy",Dairy
P0730,Masala - Fish Fry (Aachi),"Foodgrains, Oil & Masala",Masalas & Spices
P0731,Corn Twist - Pizza (Makino),"Foodgrains, Oil & Masala",Masalas & Spices
P0732,Winkin' Cow Vanillicious Thick Milkshake (Britannia),Gourmet & World Food,"Snacks, Dry Fruits, Nuts"
P0733,KitKat Chocolate Wafer Bar - 4 Fingers Pack (Nestle ),"Bakery, Cakes & Dairy",Dairy
P0735,KitKat Chocolate Wafer Bar - 4 Fingers Pack (Nestle ),Snacks & Branded Foods,Biscuits & Cookies
P0736,Organic Seeds - Black Mustard/Sasive (Organic Tattva),Snacks & Branded Foods,Chocolates & Candies
P0737,Organic Seeds - Brown Mustard/Sasive (Organic Tattva),"Foodgrains, Oil & Masala",Organic Staples
P0738,Fevicol MR Angular Tip (Pidilite),"Foodgrains, Oil & Masala",Organic Staples
P0739,Haldi Milk (mother dairy),Cleaning & Household,Stationery
P0740,Sterilised Double Toned Flavored Milk - Pista (THIRUMALA),"Bakery, Cakes & Dairy",Dairy
P0741,Dark Fantasy - Choco Fills Biscuits - Cookies (Sunfeast),"Bakery, Cakes & Dairy",Dairy
P0742,Coke Zero Soft Drink - No Sugar (Coca-Cola),Snacks & Branded Foods,Biscuits & Cookies
P0744,Bleaching Powder - Strong (Zermisol),Beverages,Energy & Soft Drinks
P0745,Cornflour (Weikfield),Cleaning & Household,All Purpose Cleaners
P0746,Haldi Chandan Soap (Jiva Ayurveda),"Foodgrains, Oil & Masala","Atta, Flours & Sooji"
P0747,Pure Magic Deuce Vanilla Biscuits (Britannia),Beauty & Hygiene,Bath & Hand Wash
P0748, (),Snacks & Branded Foods,Biscuits & Cookies
